book_id,user_id,rating
2833,10,4
3409,10,5
3946,10,5
4531,10,4
5084,10,2
5907,10,4
5926,10,2
6131,10,2
7002,10,5
7486,10,4
7651,10,4
8653,10,4
9240,10,3
9600,10,4
9854,10,4
6835,11,4
7269,11,5
7277,11,4
7794,11,4
8175,11,4
8950,11,4
9483,11,3
9717,11,4
3920,22,5
4731,22,4
5575,22,3
6013,22,4
6555,22,4
7105,22,4
7568,22,3
7614,22,3
7630,22,5
7638,22,3
8035,22,3
8112,22,4
8214,22,4
8302,22,3
8490,22,2
9211,22,4
9526,22,3
9575,22,3
3142,24,4
3310,24,4
3488,24,4
4149,24,3
4605,24,4
4983,24,4
5327,24,4
6018,24,4
6173,24,4
6438,24,4
6535,24,3
6909,24,4
7262,24,4
7409,24,4
7770,24,4
7868,24,3
5730,25,5
6160,25,3
8336,25,4
8589,25,5
8946,25,5
9460,25,5
9473,25,1
9606,25,4
9858,25,3
3172,36,5
3518,36,2
3672,36,5
4494,36,5
4507,36,5
4508,36,4
4574,36,5
4609,36,4
5173,36,5
5181,36,5
5237,36,3
5331,36,5
5366,36,5
5586,36,5
5950,36,4
7513,36,4
8109,36,5
9021,36,1
5950,44,3
7414,44,3
8094,44,3
8427,44,3
8525,44,4
8656,44,5
9399,44,5
9588,44,2
9694,44,3
3495,51,4
4953,51,4
5054,51,4
5596,51,5
6596,51,3
7124,51,3
7356,51,4
7874,51,4
7960,51,4
8508,51,3
9247,51,5
9551,51,5
9696,51,4
9848,51,3
2717,54,3
4123,54,3
5012,54,4
5449,54,4
5534,54,1
6029,54,4
7034,54,5
8080,54,4
8939,54,3
4055,55,3
4137,55,3
5150,55,3
6500,55,2
6636,55,4
6644,55,3
7008,55,3
8232,55,3
4767,57,3
4787,57,4
4923,57,3
5361,57,3
5731,57,3
6451,57,3
7356,57,3
7520,57,5
8017,57,4
8433,57,3
8739,57,3
8939,57,3
9508,57,3
9602,57,4
9791,57,3
4769,60,2
5693,60,3
6716,60,4
6837,60,4
7187,60,4
8361,60,3
9425,60,2
9773,60,5
2019,61,2
3062,61,2
3433,61,4
3638,61,4
4237,61,5
5127,61,3
5776,61,4
8722,61,4
5275,62,5
5478,62,4
5730,62,5
5881,62,5
6808,62,5
6921,62,4
7169,62,4
8007,62,3
8625,62,4
8882,62,4
9078,62,4
9191,62,3
9632,62,2
9645,62,4
6274,88,4
7093,88,4
7496,88,5
8355,88,3
9006,88,3
9036,88,4
9232,88,4
9830,88,1
2171,92,1
4951,92,4
5335,92,3
5679,92,4
6040,92,3
6630,92,4
8234,92,3
8532,92,4
9783,92,5
6013,93,4
6857,93,3
7614,93,4
7950,93,4
8087,93,4
8302,93,3
9526,93,3
9622,93,3
4335,95,2
5624,95,4
5822,95,4
6500,95,3
6516,95,4
6802,95,4
7109,95,4
7285,95,3
8280,95,4
8387,95,3
8556,95,4
8764,95,3
8997,95,4
9637,95,4
9654,95,3
3733,103,4
6450,103,3
6781,103,4
7517,103,4
8379,103,2
9072,103,3
9422,103,2
9425,103,3
9666,103,4
4012,104,4
4193,104,2
5027,104,3
5875,104,2
6288,104,4
6981,104,4
7262,104,4
7573,104,4
7598,104,3
7901,104,4
8000,104,3
9300,104,5
1078,105,3
1750,105,3
4510,105,4
5179,105,3
5609,105,3
6064,105,4
6246,105,4
6601,105,3
6719,105,2
7568,105,3
8448,105,3
9192,105,2
9538,105,4
9927,105,5
3048,109,5
3381,109,5
3886,109,3
4202,109,4
5101,109,4
